name,paper_count,co_authors,sample_papers,github_url,linkedin_url,scholar_url,personal_site,match_confidence,notes,s2_author_id,affiliation,h_index,citation_count,homepage,linkedin_search_url,source
Chandra Kuchi,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,https://github.com/kck325,,,,,,2392964758.0,,3.0,210.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Chandra%20Kuchi%22,VLA
Marinda Lamb,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,,,,,,,2392964525.0,,2.0,207.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Marinda%20Lamb%22,VLA
Yao Lu,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,https://github.com/LucindaYa,,,,,,2388483936.0,,9.0,286.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Yao%20Lu%22,VLA
Vishnu Mano,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,https://github.com/VishnuMano,,,,,,2392965125.0,,2.0,207.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Vishnu%20Mano%22,VLA
Charvi Sharma,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,https://github.com/CharviSharma,,,,,,2344283386.0,,1.0,28.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Charvi%20Sharma%22,VLA
Will Stoeckle,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,,,,,,,2392964442.0,,2.0,207.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Will%20Stoeckle%22,VLA
Marcel Torne,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,https://github.com/MarcelTorne,,,,,,2288279296.0,,1.0,3.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Marcel%20Torne%22,VLA
Blake Williams,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,https://github.com/BlakeWilliams,,,,,,1522011690.0,,4.0,51.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Blake%20Williams%22,VLA
Sukwon Yoo,2,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Alex Swerdlow; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; James Tanner; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Lachy Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Mohith Mothukuri; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhiyuan Zhou; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities | 2511.14759v2: $π^{*}_{0.6}$: a VLA That Learns From Experience,https://github.com/sukwon-pi,,,,,,2393863269.0,,2.0,207.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Sukwon%20Yoo%22,VLA
Noah Brown,2,Adnan Esmail; Adrian Li-Bell; Allen Z. Ren; Anna Walling; Brian Ichter; Chelsea Finn; Danny Driess; Devin LeBlanc; Dibya Ghosh; Haohuan Wang; Homer Walke; James Darpinian; James Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Kevin Black; Kyle Stachowicz; Lachy Groom; Laura Smith; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Manuel Y. Galliker; Michael Equi; Mohith Mothukuri; Niccolo Fusai; Physical Intelligence; Quan Vuong; Sergey Levine; Suraj Nair; Szymon Jakubczak; Tim Jones; Ury Zhilinsky,2504.16054v1: $π_{0.5}$: a Vision-Language-Action Model with Open-World Generalization | 2410.24164v4: $π_0$: A Vision-Language-Action Flow Model for General Robot Control,https://github.com/Noah-Brown,,,,,,2313435182.0,,2.0,11.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Noah%20Brown%22,VLA
Niccolo Fusai,2,Adnan Esmail; Adrian Li-Bell; Allen Z. Ren; Anna Walling; Brian Ichter; Chelsea Finn; Danny Driess; Devin LeBlanc; Dibya Ghosh; Haohuan Wang; Homer Walke; James Darpinian; James Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Kevin Black; Kyle Stachowicz; Lachy Groom; Laura Smith; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Manuel Y. Galliker; Michael Equi; Mohith Mothukuri; Noah Brown; Physical Intelligence; Quan Vuong; Sergey Levine; Suraj Nair; Szymon Jakubczak; Tim Jones; Ury Zhilinsky,2504.16054v1: $π_{0.5}$: a Vision-Language-Action Model with Open-World Generalization | 2410.24164v4: $π_0$: A Vision-Language-Action Flow Model for General Robot Control,https://github.com/niccolofusai13,,,,,,2332926006.0,,4.0,3230.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Niccolo%20Fusai%22,VLA
Bo Ai,1,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities,https://github.com/BoAi01,,,,,,2052878194.0,,12.0,660.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Bo%20Ai%22,VLA
Greg Balke,1,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities,https://github.com/gbalke,,,,,,4261618.0,,3.0,624.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Greg%20Balke%22,VLA
George Bokinsky,1,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Shihao Cao; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities,,,,,,,40174090.0,,5.0,492.0,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22George%20Bokinsky%22,VLA
Shihao Cao,1,Adnan Esmail; Adrian Li-Bell; Aikys Mongush; Ali Amin; Allen Z. Ren; Anna Walling; Ashwin Balakrishna; Baifeng Shi; Ben Katz; Blake Williams; Bo Ai; Brendon LeCount; Brian Ichter; Catherine Glossop; Chandra Kuchi; Charles Xu; Charvi Sharma; Chelsea Finn; Chris Whalen; Connor Jacobsen; Danny Driess; Devin LeBlanc; Enyu Luo; Foster Collins; Gashon Hussein; Gavin Schelske; George Bokinsky; Grace Connors; Greg Balke; Gregg Kammerer; Haohuan Wang; Haroun Habeeb; Hunter Hancock; Ivan Goryachev; James Darpinian; Jared DiCarlo; Jason Wang; Jiaming Tang; Jimmy Tanner; Jost Tobias Springenberg; Karan Dhabalia; Karl Pertsch; Karol Hausman; Ken Conley; Kevin Black; Kyle Stachowicz; Kyle Vedder; Lachlan Groom; Laura Smith; Liam Murphy; Lili Yu; Liyiming Ke; Lucy Xiaoyang Shi; Mairbek Khadikov; Maitrayee Dhaka; Marcel Torne; Marinda Lamb; Michael Equi; Nandan Marwaha; Physical Intelligence; Quan Vuong; Raichelle Aniceto; Rowan Jen; Samuel Whitmore; Sergey Levine; Shalom Tekeste; Sukwon Yoo; Suraj Nair; Szymon Jakubczak; Thomas Charbonnier; Thomas Godden; Tim Jones; Tyler Patterson; Ury Zhilinsky; Vedant Choudhary; Victor Hwang; Vishnu Mano; Vladislav Lialin; Wallace Lim; Will Stoeckle; Wuming Zhang; Xinyu Li; XuDong Wang; Yao Lu; Yunhao Fang; Zhonglin Liang; Zhuoyang Zhang,2604.15483v2: $π_{0.7}$: a Steerable Generalist Robotic Foundation Model with Emergent Capabilities,https://github.com/shihaocao,,,,,,1665402666.0,,,,,https://www.google.com/search?q=site%3Alinkedin.com/in%20%22Shihao%20Cao%22,VLA
